base_building_group,variant,sample_id,seed,annual_heating_kWh,peak_heating_kW,overheating_hours_any_zone_gt_26C,mean_interzone_spread_C,annual_heating_kWh_mean,annual_heating_kWh_std,annual_heating_kWh_min,annual_heating_kWh_max,peak_heating_kW_mean,peak_heating_kW_std,peak_heating_kW_min,peak_heating_kW_max,overheating_hours_any_zone_gt_26C_mean,overheating_hours_any_zone_gt_26C_std,overheating_hours_any_zone_gt_26C_min,overheating_hours_any_zone_gt_26C_max,mean_interzone_spread_C_mean,mean_interzone_spread_C_std,mean_interzone_spread_C_min,mean_interzone_spread_C_max
DESHPDHK0000lce9,V2,36,3,43434.85159594327,36.34565087890625,2616.0,4.645036857403802,43434.85159594327,,43434.85159594327,43434.85159594327,36.34565087890625,,36.34565087890625,36.34565087890625,2616.0,,2616.0,2616.0,4.645036857403802,,4.645036857403802,4.645036857403802
DESHPDHK0000lce9,V2,40,2,72529.46539757992,42.9935458984375,2437.0,3.458809455390011,72529.46539757992,,72529.46539757992,72529.46539757992,42.9935458984375,,42.9935458984375,42.9935458984375,2437.0,,2437.0,2437.0,3.458809455390011,,3.458809455390011,3.458809455390011
DESHPDHK0000lce9,V2,40,1,74864.17105986337,43.41356591796875,2382.0,3.346704767577904,74864.17105986337,,74864.17105986337,74864.17105986337,43.41356591796875,,43.41356591796875,43.41356591796875,2382.0,,2382.0,2382.0,3.346704767577904,,3.346704767577904,3.346704767577904
DESHPDHK0000lce9,V2,39,4,119174.25808640134,53.11383984375,2268.0,4.669868092166278,119174.25808640134,,119174.25808640134,119174.25808640134,53.11383984375,,53.11383984375,53.11383984375,2268.0,,2268.0,2268.0,4.669868092166278,,4.669868092166278,4.669868092166278
DESHPDHK0000lce9,V2,39,3,115781.68177593326,51.94043701171875,2290.0,4.797306906808228,115781.68177593326,,115781.68177593326,115781.68177593326,51.94043701171875,,51.94043701171875,51.94043701171875,2290.0,,2290.0,2290.0,4.797306906808228,,4.797306906808228,4.797306906808228
DESHPDHK0000lce9,V2,39,2,116605.89026947031,51.9404150390625,2347.0,4.788423637265609,116605.89026947031,,116605.89026947031,116605.89026947031,51.9404150390625,,51.9404150390625,51.9404150390625,2347.0,,2347.0,2347.0,4.788423637265609,,4.788423637265609,4.788423637265609
DESHPDHK0000lce9,V2,40,3,71595.47575134617,42.9929384765625,2408.0,3.4656440970859865,71595.47575134617,,71595.47575134617,71595.47575134617,42.9929384765625,,42.9929384765625,42.9929384765625,2408.0,,2408.0,2408.0,3.4656440970859865,,3.4656440970859865,3.4656440970859865
DESHPDHK0000lce9,V2,37,4,104683.45810838926,50.671015625,2445.0,4.28029211519135,104683.45810838926,,104683.45810838926,104683.45810838926,50.671015625,,50.671015625,50.671015625,2445.0,,2445.0,2445.0,4.28029211519135,,4.28029211519135,4.28029211519135
DESHPDHK0000lce9,V2,37,3,102038.4766438034,49.6420654296875,2428.0,4.436191293668319,102038.4766438034,,102038.4766438034,102038.4766438034,49.6420654296875,,49.6420654296875,49.6420654296875,2428.0,,2428.0,2428.0,4.436191293668319,,4.436191293668319,4.436191293668319
DESHPDHK0000lce9,V2,37,2,102446.4544214583,49.529115234375,2486.0,4.410162108984867,102446.4544214583,,102446.4544214583,102446.4544214583,49.529115234375,,49.529115234375,49.529115234375,2486.0,,2486.0,2486.0,4.410162108984867,,4.410162108984867,4.410162108984867
