region,assigned_zone,iou,coverage,fragmentation,purity,gt_area,pred_area,area_error_percent,centroid_distance,similarity_score,building_id
A1,6.0,0.9641961187088496,0.9909876349361796,1,0.98737951223847,94.71370255239354,93.64393447015658,1.1294755177005036,0.1095532495038835,0.9765355393225764,803
A2,5.0,0.9423270369119344,0.9968486873095976,1,0.9867864365065468,95.52515694016591,92.38705761728548,3.285102504302659,0.200892811762694,0.9579284419011432,803
A3,4.0,0.5630994680214862,0.9973129731801944,2,0.9553225744945544,95.47206356463464,57.79650194704086,39.46239372116159,2.062083786561477,0.6313416550438022,803
S0,1.0,0.8763808497596551,1.0,1,0.9044282214719814,11.945734046338483,12.756650662986411,6.788336434599296,0.093108133277204,0.9188918804613992,803
S1,0.0,0.8650111168985575,0.9999999999999996,1,0.8899565480387124,11.945734046338533,13.001525157330033,8.838227160390453,0.2424547679719533,0.9043486213490036,803
A0,5.0,0.9797887949684352,0.996835458026434,1,0.9949074747402644,77.91888686905438,77.12160185822391,1.0232243334922528,0.0445393868112592,0.9862228519802057,807
A1,3.0,0.9814832378373906,0.9985311881537196,1,0.9972526126951188,78.39794681562765,77.36745149602046,1.3144417187744095,0.0436183606608868,0.9863650556052372,807
A2,4.0,0.9761179970401038,0.9993724095194892,1,0.99777756667572,78.921091913553,77.37611786140036,1.957618698237148,0.0751226911848105,0.9812868844948388,807
A3,2.0,0.9796099003763096,0.9969680340370304,1,0.9934671986100664,77.91266574885982,77.32400354496039,0.755541089810608,0.0348947572950819,0.9870437285312512,807
S0,0.0,0.8406709541243389,1.0,1,0.8406816481187682,12.072459170747468,14.360104714975137,18.949292036297084,0.0726096121002076,0.8711470066689215,807
S1,1.0,0.8356915888146886,1.0000000000000002,1,0.8367611236965355,12.072459170747557,14.405572019243488,19.325912107031453,0.1243753950908249,0.866421629262495,807
A0,4.0,0.7414906053889652,0.998212442181658,2,0.9960658594215562,97.89185687543096,73.08662835799221,25.33941975276231,1.239801481688774,0.7764017162703574,993
A1,5.0,0.8987215880138486,0.99396343635456,2,0.9876072556979196,114.33239848969464,105.22907389568992,7.962156584010817,0.5527177581206668,0.9156374585938808,993
A2,3.0,0.8976683087326347,0.9975397521989674,1,0.9013372435010985,97.67962410916827,107.88269151577136,10.44544089891254,0.5568699463199888,0.9087988034610364,993
A3,2.0,0.6363012872442737,0.9935684906502632,2,0.9866157578950312,114.33752808052398,74.38213356368622,34.94512710533548,2.230721231751817,0.6750197950650028,993
S0,1.0,0.8987446591807771,1.0,1,0.9876825007691316,12.862232671440054,11.83669705483111,7.973231730491825,0.1774961717310713,0.9250018459708822,993
S1,0.0,0.8704218876966937,0.9999999999999996,1,0.8991878512313963,12.736904811103456,13.662744999130563,7.268957425355023,0.1320463083290877,0.913737392576732,993
A0,2.0,0.9165371050691156,0.998126227144231,1,0.920465890995968,73.20796288485882,79.16493032218249,8.137048488417529,0.3059406555368234,0.9302774149250934,1291
A1,1.0,0.9179704612468882,0.9969605733140195,2,0.9977722287945752,86.07650020997762,79.35475153234097,7.809040401549107,0.3628420670841533,0.9303915779424676,1291
S0,0.0,0.290495525990476,1.0,2,0.4305897353000315,11.00654349487229,12.05735165056964,9.54712218406168,1.1982973183112582,0.5914225245773024,1291
A0,1.0,0.917398677488801,0.9967023489720106,1,0.9299158999088278,102.7473137976571,108.89323076329808,5.981584080868809,0.4026117983625975,0.9336800835831636,1321
A1,2.0,0.914935657281678,0.9976057987353796,2,0.9780145883917392,112.5117534134541,107.4653771441462,4.485199204712127,0.373668206350069,0.9369131254703068,1321
S0,0.0,0.7749042997552659,0.9999999999999998,2,0.907354180868824,14.515074410132044,13.461342592539015,7.259568830439382,0.3483649977294735,0.8605941028582976,1321
A0,2.0,0.921182944046239,0.9996904732974484,2,0.9994606474845164,93.89518529293166,86.58436148968565,7.786154082808292,0.4912492579889903,0.928844855366374,1361
A1,1.0,0.9138454359331428,0.9997058451439448,1,0.9158320590265804,79.52606996519991,86.62914201009714,8.931752880540293,0.4526035010678437,0.9232782482385246,1361
S0,0.0,0.97223861401452,1.0000000000000002,1,0.975242296799556,11.43349947102407,11.686730504284576,2.214816503925755,0.0457097572128463,0.9794395218171246,1361
A0,1.0,0.789280761442423,0.9940642935198216,2,0.9002258906289023,91.2312295532372,87.65568935865883,3.919206407814432,0.7025550167385048,0.8672784892832128,1575
A1,2.0,0.7776872551714472,0.99641345534553,2,0.8501306755201736,93.14869300646768,98.74946046564854,6.012717171235001,0.91492734616145,0.8509386510035999,1575
S0,0.0,0.1559831876685146,1.0,3,0.2895314423729425,14.396943034687862,12.56604217865245,12.717289021871208,1.8334331782539288,0.500362541823231,1575
