building_id,n_gt_regions,n_pred_regions,zone_count_diff,false_negatives,false_positives,region_recall,region_precision,topology_correct,n_gt_core_apartment_edges,n_pred_core_apartment_edges,n_missing_core_apartment_edges,n_extra_core_apartment_edges,mean_iou_overall,mean_iou_matched,mean_area_error,mean_centroid_distance,mean_fragmentation,diagnosis
26653,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.7860558865258755,0.7860558865258755,6.589661954877425,0.5826614653398753,2.0,Good geometric match
26838,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.8366012230894206,0.8366012230894206,16.810808691793582,0.6002276795596809,1.3333333333333333,Good geometric match
26858,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.7987737030504821,0.7987737030504821,15.975210707688843,0.8929802567021273,1.6666666666666667,Good geometric match
26939,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.8859511567619522,0.8859511567619522,1.5228269104561287,0.1854701262399601,1.6666666666666667,Good geometric match
28611,3,3,0,1,1,0.6666666666666666,0.6666666666666666,0.0,2,0,2,0,0.5279947820489248,0.7919921730733872,13.482474414591293,0.775653754493876,2.0,Structural mismatch
28949,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.7894422702681867,0.7894422702681867,8.168207848499351,0.6763016591050519,2.0,Good geometric match
29270,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.7849868670549512,0.7849868670549512,1.085561771336882,0.3760479471263034,1.6666666666666667,Good geometric match
29399,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.7794393927633737,0.7794393927633737,1.5488943503092567,0.4202446988691923,1.6666666666666667,Good geometric match
29686,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.8234036136158678,0.8234036136158678,20.84843634670484,0.3501962617311029,1.3333333333333333,Good geometric match
29729,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.8504611050945466,0.8504611050945466,15.724275379944368,0.2552194377480277,1.3333333333333333,Good geometric match
30405,6,6,0,2,2,0.6666666666666666,0.6666666666666666,0.0,4,0,4,0,0.5108890395385118,0.7663335593077678,19.36790830344715,0.933943160131524,1.8333333333333333,Structural mismatch
30453,6,6,0,2,2,0.6666666666666666,0.6666666666666666,0.0,4,0,4,0,0.4927430604785257,0.7391145907177885,11.058284752996908,0.8987532524494078,1.8333333333333333,Structural mismatch
39307,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.8860569281284055,0.8860569281284055,12.301909496368893,0.08912762,1.0,Good geometric match
42392,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.8754277574468868,0.8754277574468868,13.021576719212382,0.1448308839369144,1.0,Good geometric match
43687,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.6747951993155809,0.6747951993155809,12.73050087370529,0.7724352391200409,1.6666666666666667,Moderate geometric match
44248,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.8604608476678312,0.8604608476678312,1.6604899548730483,0.2894717423629269,1.3333333333333333,Good geometric match
44871,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.9469566703123264,0.9469566703123264,1.347347860651367,0.054348231816718,1.0,Good geometric match
45570,3,3,0,1,1,0.6666666666666666,0.6666666666666666,0.0,2,0,2,0,0.374860179101595,0.5622902686523925,4.097803728579437,0.5947827180444385,1.6666666666666667,Structural mismatch
45576,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.8524723493744798,0.8524723493744798,17.18201630844969,0.4635720758121802,1.3333333333333333,Good geometric match
45631,3,3,0,1,1,0.6666666666666666,0.6666666666666666,0.0,2,0,2,0,0.3368054921230231,0.5052082381845346,8.529543859286756,0.6851113907856047,2.0,Structural mismatch
45644,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.856453461781243,0.856453461781243,17.17802401505072,0.4639209712861117,1.3333333333333333,Good geometric match
45658,3,3,0,1,1,0.6666666666666666,0.6666666666666666,0.0,2,0,2,0,0.3739028738195227,0.560854310729284,17.691856773262085,1.009062803801427,2.0,Structural mismatch
45724,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.8179137274642366,0.8179137274642366,25.87300387443652,0.3282698421108989,1.3333333333333333,Good geometric match
46073,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.9029111649427828,0.9029111649427828,11.60673137,0.1290404662431334,1.0,Good geometric match
46492,3,3,0,1,1,0.6666666666666666,0.6666666666666666,0.0,2,0,2,0,0.5054110209866219,0.758116531479933,8.291085474400925,0.7041511946666867,2.0,Structural mismatch
47229,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.8666404363903473,0.8666404363903473,18.31531301901904,0.1589469021858853,1.0,Good geometric match
47492,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.9155077773870254,0.9155077773870254,5.259058689887107,0.2773278628744368,1.3333333333333333,Good geometric match
48408,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.7446435954927937,0.7446435954927937,5.874721037921735,0.5094410468610607,2.0,Good geometric match
48966,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.8490368862221732,0.8490368862221732,16.6056376863142,0.351659870557199,1.3333333333333333,Good geometric match
49004,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.8734729326305279,0.8734729326305279,13.377376339076372,0.338428341,1.0,Good geometric match
49035,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.8662585990145466,0.8662585990145466,12.799290223000206,0.1467588790198446,1.0,Good geometric match
49051,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.8936697800471953,0.8936697800471953,1.6574442231947273,0.1899231715090299,1.6666666666666667,Good geometric match
49320,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.7628760602692078,0.7628760602692078,11.054003952262748,0.6314346349447056,1.6666666666666667,Good geometric match
49951,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.7229770823058929,0.7229770823058929,4.870898390726575,0.6286495470848619,1.6666666666666667,Good geometric match
50528,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.7326922189999893,0.7326922189999893,15.13144637641514,0.5493214567694725,1.6666666666666667,Good geometric match
50530,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.8840675725671286,0.8840675725671286,4.086773231006832,0.1644940752956357,1.3333333333333333,Good geometric match
50537,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.8980139223771616,0.8980139223771616,12.022143155300428,0.182246799,1.0,Good geometric match
51001,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.7144785944619514,0.7144785944619514,5.857391014,0.6463166257113325,2.333333333333333,Good geometric match
51680,6,6,0,0,0,1.0,1.0,1.0,4,4,0,0,0.7281636360678428,0.7281636360678428,15.298254034640912,0.7644166159352553,1.8333333333333333,Good geometric match
51693,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.8485726500884825,0.8485726500884825,10.798413551691672,0.5682649090024291,1.6666666666666667,Good geometric match
