base_building_group,variant,sample_id,annual_heating_kWh_mean,annual_heating_kWh_ref,annual_heating_kWh_delta_vs_V1
DESHPDHK0000lce9,V2,14,93517.17928196357,65865.40409609898,27651.775185864593
DESHPDHK0000lce9,V2,8,208225.68335572165,174447.89664714815,33777.78670857349
DESHPDHK0000lce9,V2,1,227410.62432925074,166625.37042181334,60785.25390743741
DESHPDHK0000lce9,V2,2,82524.85032566874,61438.07317036056,21086.777155308177
DESHPDHK0000lce9,V2,3,204166.00214817465,162901.5052000033,41264.49694817135
DESHPDHK0000lce9,V2,4,110413.73599261284,70754.8585275782,39658.877465034646
DESHPDHK0000lce9,V2,0,214949.47421192806,171510.7750939862,43438.69911794187
DESHPDHK0000lce9,V2,5,101832.2853737989,64197.9033389616,37634.382034837305
DESHPDHK0000lce9,V2,6,117326.76690892463,79869.80561501144,37456.96129391319
DESHPDHK0000lce9,V2,7,83517.59468545772,64352.54955048283,19165.04513497489
DESHPDHK0000lce9,V2,9,109977.58684096563,67177.22200663447,42800.36483433115
DESHPDHK0000lce9,V3,10,106187.02631925147,74121.99602660512,32065.03029264635
DESHPDHK0000lce9,V3,18,217218.945642986,179555.13723949107,37663.80840349491
DESHPDHK0000lce9,V3,17,236333.32959979345,172120.54960784432,64212.77999194912
DESHPDHK0000lce9,V3,16,205423.2006514369,164281.1558447118,41142.04480672511
DESHPDHK0000lce9,V3,15,38238.22113624841,19726.50882705744,18511.712309190967
DESHPDHK0000lce9,V3,14,88352.29836206896,65865.40409609898,22486.894265969982
DESHPDHK0000lce9,V3,13,102250.18339102615,73058.01085018588,29192.17254084027
DESHPDHK0000lce9,V3,12,245949.07066050576,185992.0495834079,59957.02107709786
DESHPDHK0000lce9,V3,11,228002.52188108108,178881.2534975483,49121.26838353276
DESHPDHK0000lce9,V3,19,42847.21947758309,28309.815766446194,14537.403711136893
DESHPDHK0000lce9,V3,9,117806.03689608896,67177.22200663447,50628.81488945449
DESHPDHK0000lce9,V3,7,93866.67564116135,64352.54955048283,29514.126090678517
DESHPDHK0000lce9,V3,6,107092.46574479656,79869.80561501144,27222.660129785116
DESHPDHK0000lce9,V3,5,98589.63516470969,64197.9033389616,34391.73182574809
DESHPDHK0000lce9,V3,4,103484.79952811867,70754.8585275782,32729.94100054048
DESHPDHK0000lce9,V3,3,202281.0779792145,162901.5052000033,39379.57277921119
DESHPDHK0000lce9,V3,2,85164.86813850305,61438.07317036056,23726.794968142487
DESHPDHK0000lce9,V3,1,219400.53160757254,166625.37042181334,52775.16118575921
DESHPDHK0000lce9,V3,0,211208.16851903443,171510.7750939862,39697.39342504824
DESHPDHK0000lce9,V3,8,228440.96902856193,174447.89664714815,53993.072381413775
DESHPDHK0000lce9,V4,12,248154.26780848476,185992.0495834079,62162.21822507685
DESHPDHK0000lce9,V4,13,104888.38847393806,73058.01085018588,31830.37762375218
DESHPDHK0000lce9,V4,14,88580.39959212054,65865.40409609898,22714.995496021555
DESHPDHK0000lce9,V4,11,232013.1678107664,178881.2534975483,53131.91431321809
DESHPDHK0000lce9,V4,16,207440.9598783241,164281.1558447118,43159.80403361231
DESHPDHK0000lce9,V4,17,238523.95683933378,172120.54960784432,66403.40723148946
DESHPDHK0000lce9,V4,18,217845.01763023844,179555.13723949107,38289.88039074736
DESHPDHK0000lce9,V4,15,38886.43902311446,19726.50882705744,19159.930196057016
DESHPDHK0000lce9,V4,10,107845.80205117683,74121.99602660512,33723.806024571706
DESHPDHK0000lce9,V4,19,43842.47602922077,28309.815766446194,15532.660262774578
DESHPDHK0000lce9,V4,8,234121.36543109477,174447.89664714815,59673.46878394662
DESHPDHK0000lce9,V4,0,211895.7581373341,171510.7750939862,40384.98304334792
DESHPDHK0000lce9,V4,1,218540.79675274008,166625.37042181334,51915.42633092674
DESHPDHK0000lce9,V4,2,86579.5775858005,61438.07317036056,25141.504415439944
DESHPDHK0000lce9,V4,3,203788.81320633518,162901.5052000033,40887.30800633188
DESHPDHK0000lce9,V4,9,120518.54262833305,67177.22200663447,53341.32062169857
DESHPDHK0000lce9,V4,5,98531.56829510823,64197.9033389616,34333.664956146626
DESHPDHK0000lce9,V4,6,106021.221624702,79869.80561501144,26151.416009690554
DESHPDHK0000lce9,V4,7,96411.81607749703,64352.54955048283,32059.266527014202
DESHPDHK0000lce9,V4,4,104069.0410245222,70754.8585275782,33314.182496944006
DESHPDHK0000lce9,V5,11,,178881.2534975483,
DESHPDHK0000lce9,V5,19,,28309.815766446194,
DESHPDHK0000lce9,V5,18,,179555.13723949107,
DESHPDHK0000lce9,V5,17,,172120.54960784432,
DESHPDHK0000lce9,V5,16,,164281.1558447118,
DESHPDHK0000lce9,V5,15,,19726.50882705744,
DESHPDHK0000lce9,V5,14,,65865.40409609898,
DESHPDHK0000lce9,V5,13,,73058.01085018588,
DESHPDHK0000lce9,V5,12,,185992.0495834079,
DESHPDHK0000lce9,V5,10,,74121.99602660512,
DESHPDHK0000lce9,V5,9,,67177.22200663447,
DESHPDHK0000lce9,V5,8,,174447.89664714815,
DESHPDHK0000lce9,V5,1,,166625.37042181334,
DESHPDHK0000lce9,V5,2,,61438.07317036056,
DESHPDHK0000lce9,V5,3,,162901.5052000033,
DESHPDHK0000lce9,V5,0,,171510.7750939862,
DESHPDHK0000lce9,V5,5,,64197.9033389616,
DESHPDHK0000lce9,V5,6,,79869.80561501144,
DESHPDHK0000lce9,V5,7,,64352.54955048283,
DESHPDHK0000lce9,V5,4,,70754.8585275782,
DESHPDHK0000lce9,V6,11,,178881.2534975483,
DESHPDHK0000lce9,V6,18,,179555.13723949107,
DESHPDHK0000lce9,V6,17,,172120.54960784432,
DESHPDHK0000lce9,V6,16,,164281.1558447118,
DESHPDHK0000lce9,V6,15,,19726.50882705744,
DESHPDHK0000lce9,V6,19,,28309.815766446194,
DESHPDHK0000lce9,V6,13,,73058.01085018588,
DESHPDHK0000lce9,V6,12,,185992.0495834079,
DESHPDHK0000lce9,V6,10,,74121.99602660512,
DESHPDHK0000lce9,V6,14,,65865.40409609898,
DESHPDHK0000lce9,V6,8,,174447.89664714815,
DESHPDHK0000lce9,V6,7,,64352.54955048283,
DESHPDHK0000lce9,V6,6,,79869.80561501144,
DESHPDHK0000lce9,V6,5,,64197.9033389616,
DESHPDHK0000lce9,V6,4,,70754.8585275782,
DESHPDHK0000lce9,V6,3,,162901.5052000033,
DESHPDHK0000lce9,V6,2,,61438.07317036056,
DESHPDHK0000lce9,V6,1,,166625.37042181334,
DESHPDHK0000lce9,V6,0,,171510.7750939862,
DESHPDHK0000lce9,V6,9,,67177.22200663447,
DESHPDHK0000lce9,V7,12,239759.55009967004,185992.0495834079,53767.50051626214
DESHPDHK0000lce9,V7,13,101002.44398680567,73058.01085018588,27944.433136619788
DESHPDHK0000lce9,V7,15,37922.838263197984,19726.50882705744,18196.329436140542
DESHPDHK0000lce9,V7,19,42490.807347605354,28309.815766446194,14180.99158115916
DESHPDHK0000lce9,V7,17,240086.61639306016,172120.54960784432,67966.06678521584
DESHPDHK0000lce9,V7,18,219009.78142407103,179555.13723949107,39454.644184579956
DESHPDHK0000lce9,V7,11,228472.31400288222,178881.2534975483,49591.06050533391
DESHPDHK0000lce9,V7,16,208640.27435314635,164281.1558447118,44359.11850843456
DESHPDHK0000lce9,V7,10,104402.25096117581,74121.99602660512,30280.254934570694
DESHPDHK0000lce9,V7,14,87791.44397152116,65865.40409609898,21926.039875422182
DESHPDHK0000lce9,V7,8,231203.29261631265,174447.89664714815,56755.3959691645
DESHPDHK0000lce9,V7,7,94265.91624387972,64352.54955048283,29913.366693396893
DESHPDHK0000lce9,V7,6,107413.83058046119,79869.80561501144,27544.024965449746
DESHPDHK0000lce9,V7,5,98838.04457556568,64197.9033389616,34640.14123660408
DESHPDHK0000lce9,V7,4,104223.29731621793,70754.8585275782,33468.43878863973
DESHPDHK0000lce9,V7,3,199943.18155536032,162901.5052000033,37041.67635535702
DESHPDHK0000lce9,V7,2,83229.75073820412,61438.07317036056,21791.67756784356
DESHPDHK0000lce9,V7,1,216766.78090493628,166625.37042181334,50141.41048312295
DESHPDHK0000lce9,V7,0,210220.5757436971,171510.7750939862,38709.8006497109
DESHPDHK0000lce9,V7,9,116412.751049935,67177.22200663447,49235.52904330053
DESHPDHK0000lce9,V8,11,232389.82413582885,178881.2534975483,53508.57063828054
DESHPDHK0000lce9,V8,12,250051.91856040308,185992.0495834079,64059.868976995174
DESHPDHK0000lce9,V8,13,103585.27494758385,73058.01085018588,30527.264097397972
DESHPDHK0000lce9,V8,17,240395.3442206128,172120.54960784432,68274.79461276848
DESHPDHK0000lce9,V8,15,39782.34632076481,19726.50882705744,20055.837493707368
DESHPDHK0000lce9,V8,16,209818.58354599602,164281.1558447118,45537.427701284236
DESHPDHK0000lce9,V8,10,107529.92366083647,74121.99602660512,33407.92763423135
DESHPDHK0000lce9,V8,14,89832.05500913232,65865.40409609898,23966.650913033343
DESHPDHK0000lce9,V8,9,118821.80565800889,67177.22200663447,51644.583651374414
DESHPDHK0000lce9,V8,4,105236.54233274411,70754.8585275782,34481.683805165914
DESHPDHK0000lce9,V8,7,97727.50759110467,64352.54955048283,33374.958040621845
DESHPDHK0000lce9,V8,6,108434.7869231812,79869.80561501144,28564.98130816975
DESHPDHK0000lce9,V8,5,99785.71844339588,64197.9033389616,35587.815104434274
DESHPDHK0000lce9,V8,3,207108.04273002912,162901.5052000033,44206.53753002582
DESHPDHK0000lce9,V8,2,86726.53894016038,61438.07317036056,25288.465769799812
DESHPDHK0000lce9,V8,1,223822.393445453,166625.37042181334,57197.02302363966
DESHPDHK0000lce9,V8,0,215729.88492548047,171510.7750939862,44219.10983149428
DESHPDHK0000lce9,V8,18,222055.40945740519,179555.13723949107,42500.27221791411
DESHPDHK0000lce9,V8,8,232518.26577906715,174447.89664714815,58070.369131919
DESHPDHK0000lce9,V8,19,44462.15015945694,28309.815766446194,16152.334393010748
